=== Comprehensive Simulation Summary ===
Simulation Duration: 46948 sec
Total VM Rental Cost (Billing): $3624.5
Total VM Rental Cost (Executaion): $1551.68
Total Energy Consumption: 558604.95 Watt-seconds
Deadline Violation Count: 1 out of 1

Workflow Details:
  Workflow: wf-0 (DEADLINE VIOLATED)
    Arrival Time: 0 sec
    Deadline: 50808.02 sec
    Makespan: 52288.59 sec
    Tasks:
      Task ID00000: Sub-Deadline=30.9 sec, Start=5.0 sec, End=32.3 sec, Execution=27.3 sec, VM=vm-1, Execution-Cost=$0.0341, Energy=12 Ws
      Task ID00157: Sub-Deadline=59.1 sec, Start=55.3 sec, End=57.3 sec, Execution=2.0 sec, VM=vm-18, Execution-Cost=$0.0022, Energy=1 Ws
      Task ID00158: Sub-Deadline=66.8 sec, Start=63.1 sec, End=65.3 sec, Execution=2.3 sec, VM=vm-20, Execution-Cost=$0.0028, Energy=1 Ws
      Task ID00159: Sub-Deadline=63.8 sec, Start=59.1 sec, End=61.4 sec, Execution=2.4 sec, VM=vm-45, Execution-Cost=$0.0029, Energy=1 Ws
      Task ID00160: Sub-Deadline=76.6 sec, Start=77.6 sec, End=78.8 sec, Execution=1.2 sec, VM=vm-59, Execution-Cost=$0.0015, Energy=1 Ws
      Task ID00161: Sub-Deadline=59.1 sec, Start=56.2 sec, End=58.4 sec, Execution=2.2 sec, VM=vm-42, Execution-Cost=$0.0027, Energy=1 Ws
      Task ID00162: Sub-Deadline=63.5 sec, Start=60.6 sec, End=61.9 sec, Execution=1.3 sec, VM=vm-26, Execution-Cost=$0.0016, Energy=1 Ws
      Task ID00163: Sub-Deadline=100.2 sec, Start=96.6 sec, End=99.4 sec, Execution=2.7 sec, VM=vm-65, Execution-Cost=$0.0034, Energy=1 Ws
      Task ID00164: Sub-Deadline=83.3 sec, Start=80.2 sec, End=82.4 sec, Execution=2.2 sec, VM=vm-61, Execution-Cost=$0.0028, Energy=1 Ws
      Task ID00165: Sub-Deadline=79.0 sec, Start=80.1 sec, End=81.2 sec, Execution=1.0 sec, VM=vm-63, Execution-Cost=$0.0013, Energy=0 Ws
      Task ID00166: Sub-Deadline=91.5 sec, Start=82.9 sec, End=87.3 sec, Execution=4.4 sec, VM=vm-62, Execution-Cost=$0.0055, Energy=2 Ws
      Task ID00167: Sub-Deadline=75.4 sec, Start=70.2 sec, End=73.9 sec, Execution=3.7 sec, VM=vm-15, Execution-Cost=$0.0046, Energy=2 Ws
      Task ID00168: Sub-Deadline=83.2 sec, Start=79.2 sec, End=81.6 sec, Execution=2.4 sec, VM=vm-15, Execution-Cost=$0.0030, Energy=1 Ws
      Task ID00169: Sub-Deadline=56.7 sec, Start=55.2 sec, End=56.1 sec, Execution=0.9 sec, VM=vm-41, Execution-Cost=$0.0012, Energy=0 Ws
      Task ID00170: Sub-Deadline=60.7 sec, Start=58.7 sec, End=60.2 sec, Execution=1.5 sec, VM=vm-19, Execution-Cost=$0.0017, Energy=1 Ws
      Task ID00171: Sub-Deadline=67.1 sec, Start=62.6 sec, End=64.3 sec, Execution=1.7 sec, VM=vm-29, Execution-Cost=$0.0021, Energy=1 Ws
      Task ID00172: Sub-Deadline=59.5 sec, Start=56.7 sec, End=58.7 sec, Execution=2.0 sec, VM=vm-46, Execution-Cost=$0.0025, Energy=1 Ws
      Task ID00173: Sub-Deadline=57.6 sec, Start=55.9 sec, End=58.2 sec, Execution=2.3 sec, VM=vm-51, Execution-Cost=$0.0029, Energy=1 Ws
      Task ID00174: Sub-Deadline=59.1 sec, Start=56.5 sec, End=58.5 sec, Execution=2.0 sec, VM=vm-49, Execution-Cost=$0.0025, Energy=1 Ws
      Task ID00175: Sub-Deadline=146.5 sec, Start=134.1 sec, End=138.8 sec, Execution=4.7 sec, VM=vm-76, Execution-Cost=$0.0058, Energy=2 Ws
      Task ID00176: Sub-Deadline=128.5 sec, Start=123.9 sec, End=125.7 sec, Execution=1.8 sec, VM=vm-78, Execution-Cost=$0.0023, Energy=1 Ws
      Task ID00177: Sub-Deadline=151.4 sec, Start=145.8 sec, End=147.8 sec, Execution=2.0 sec, VM=vm-78, Execution-Cost=$0.0025, Energy=1 Ws
      Task ID00178: Sub-Deadline=147.9 sec, Start=142.7 sec, End=145.2 sec, Execution=2.5 sec, VM=vm-76, Execution-Cost=$0.0032, Energy=1 Ws
      Task ID00179: Sub-Deadline=133.6 sec, Start=129.1 sec, End=132.9 sec, Execution=3.8 sec, VM=vm-81, Execution-Cost=$0.0047, Energy=2 Ws
      Task ID00180: Sub-Deadline=145.4 sec, Start=140.5 sec, End=143.1 sec, Execution=2.6 sec, VM=vm-75, Execution-Cost=$0.0025, Energy=1 Ws
      Task ID00181: Sub-Deadline=86.6 sec, Start=83.9 sec, End=85.4 sec, Execution=1.5 sec, VM=vm-59, Execution-Cost=$0.0019, Energy=1 Ws
      Task ID00182: Sub-Deadline=87.4 sec, Start=85.4 sec, End=87.5 sec, Execution=2.0 sec, VM=vm-59, Execution-Cost=$0.0025, Energy=1 Ws
      Task ID00183: Sub-Deadline=84.0 sec, Start=82.0 sec, End=83.9 sec, Execution=1.9 sec, VM=vm-59, Execution-Cost=$0.0024, Energy=1 Ws
      Task ID00184: Sub-Deadline=94.8 sec, Start=94.3 sec, End=96.6 sec, Execution=2.3 sec, VM=vm-65, Execution-Cost=$0.0029, Energy=1 Ws
      Task ID00185: Sub-Deadline=84.9 sec, Start=82.4 sec, End=84.0 sec, Execution=1.6 sec, VM=vm-61, Execution-Cost=$0.0020, Energy=1 Ws
      Task ID00186: Sub-Deadline=91.6 sec, Start=89.4 sec, End=91.5 sec, Execution=2.1 sec, VM=vm-15, Execution-Cost=$0.0026, Energy=1 Ws
      Task ID00187: Sub-Deadline=61.3 sec, Start=58.9 sec, End=60.7 sec, Execution=1.8 sec, VM=vm-37, Execution-Cost=$0.0022, Energy=1 Ws
      Task ID00188: Sub-Deadline=60.4 sec, Start=56.1 sec, End=58.4 sec, Execution=2.3 sec, VM=vm-41, Execution-Cost=$0.0029, Energy=1 Ws
      Task ID00189: Sub-Deadline=51.4 sec, Start=51.7 sec, End=53.4 sec, Execution=1.7 sec, VM=vm-40, Execution-Cost=$0.0022, Energy=1 Ws
      Task ID00190: Sub-Deadline=64.0 sec, Start=60.2 sec, End=62.2 sec, Execution=2.0 sec, VM=vm-19, Execution-Cost=$0.0023, Energy=1 Ws
      Task ID00191: Sub-Deadline=55.4 sec, Start=52.3 sec, End=53.6 sec, Execution=1.3 sec, VM=vm-15, Execution-Cost=$0.0016, Energy=1 Ws
      Task ID00192: Sub-Deadline=53.6 sec, Start=54.2 sec, End=56.0 sec, Execution=1.8 sec, VM=vm-50, Execution-Cost=$0.0022, Energy=1 Ws
      Task ID00193: Sub-Deadline=55.8 sec, Start=54.3 sec, End=55.2 sec, Execution=0.8 sec, VM=vm-41, Execution-Cost=$0.0011, Energy=0 Ws
      Task ID00194: Sub-Deadline=50.1 sec, Start=52.5 sec, End=53.6 sec, Execution=1.1 sec, VM=vm-43, Execution-Cost=$0.0014, Energy=1 Ws
      Task ID00195: Sub-Deadline=58.4 sec, Start=55.9 sec, End=57.2 sec, Execution=1.3 sec, VM=vm-19, Execution-Cost=$0.0014, Energy=1 Ws
      Task ID00196: Sub-Deadline=54.7 sec, Start=52.8 sec, End=54.3 sec, Execution=1.6 sec, VM=vm-41, Execution-Cost=$0.0019, Energy=1 Ws
      Task ID00197: Sub-Deadline=58.0 sec, Start=55.7 sec, End=56.9 sec, Execution=1.2 sec, VM=vm-39, Execution-Cost=$0.0015, Energy=1 Ws
      Task ID00198: Sub-Deadline=52.9 sec, Start=55.2 sec, End=56.7 sec, Execution=1.5 sec, VM=vm-54, Execution-Cost=$0.0019, Energy=1 Ws
      Task ID00199: Sub-Deadline=65.9 sec, Start=63.9 sec, End=66.2 sec, Execution=2.4 sec, VM=vm-41, Execution-Cost=$0.0029, Energy=1 Ws
      Task ID00200: Sub-Deadline=60.1 sec, Start=56.9 sec, End=58.5 sec, Execution=1.5 sec, VM=vm-39, Execution-Cost=$0.0019, Energy=1 Ws
      Task ID00201: Sub-Deadline=81.8 sec, Start=78.8 sec, End=82.9 sec, Execution=4.1 sec, VM=vm-62, Execution-Cost=$0.0052, Energy=2 Ws
      Task ID00202: Sub-Deadline=63.5 sec, Start=59.1 sec, End=61.9 sec, Execution=2.8 sec, VM=vm-48, Execution-Cost=$0.0035, Energy=1 Ws
      Task ID00203: Sub-Deadline=64.6 sec, Start=60.1 sec, End=62.5 sec, Execution=2.4 sec, VM=vm-46, Execution-Cost=$0.0030, Energy=1 Ws
      Task ID00204: Sub-Deadline=61.2 sec, Start=58.2 sec, End=61.0 sec, Execution=2.8 sec, VM=vm-51, Execution-Cost=$0.0035, Energy=1 Ws
      Task ID00205: Sub-Deadline=90.0 sec, Start=85.5 sec, End=87.6 sec, Execution=2.1 sec, VM=vm-15, Execution-Cost=$0.0026, Energy=1 Ws
      Task ID00206: Sub-Deadline=77.6 sec, Start=78.7 sec, End=80.2 sec, Execution=1.5 sec, VM=vm-61, Execution-Cost=$0.0018, Energy=1 Ws
      Task ID00207: Sub-Deadline=86.2 sec, Start=81.1 sec, End=84.0 sec, Execution=2.9 sec, VM=vm-60, Execution-Cost=$0.0036, Energy=1 Ws
      Task ID00208: Sub-Deadline=88.6 sec, Start=84.0 sec, End=87.1 sec, Execution=3.1 sec, VM=vm-61, Execution-Cost=$0.0039, Energy=1 Ws
      Task ID00209: Sub-Deadline=88.2 sec, Start=84.2 sec, End=85.5 sec, Execution=1.4 sec, VM=vm-15, Execution-Cost=$0.0017, Energy=1 Ws
      Task ID00210: Sub-Deadline=96.0 sec, Start=93.5 sec, End=95.8 sec, Execution=2.3 sec, VM=vm-61, Execution-Cost=$0.0029, Energy=1 Ws
      Task ID00211: Sub-Deadline=54.5 sec, Start=52.8 sec, End=54.4 sec, Execution=1.6 sec, VM=vm-5, Execution-Cost=$0.0021, Energy=1 Ws
      Task ID00212: Sub-Deadline=54.2 sec, Start=55.2 sec, End=57.2 sec, Execution=2.0 sec, VM=vm-53, Execution-Cost=$0.0025, Energy=1 Ws
      Task ID00213: Sub-Deadline=61.1 sec, Start=58.7 sec, End=60.1 sec, Execution=1.4 sec, VM=vm-46, Execution-Cost=$0.0017, Energy=1 Ws
      Task ID00214: Sub-Deadline=54.3 sec, Start=54.0 sec, End=56.5 sec, Execution=2.5 sec, VM=vm-49, Execution-Cost=$0.0031, Energy=1 Ws
      Task ID00215: Sub-Deadline=60.4 sec, Start=58.1 sec, End=60.4 sec, Execution=2.2 sec, VM=vm-40, Execution-Cost=$0.0028, Energy=1 Ws
      Task ID00216: Sub-Deadline=53.5 sec, Start=53.9 sec, End=56.2 sec, Execution=2.3 sec, VM=vm-48, Execution-Cost=$0.0029, Energy=1 Ws
      Task ID00217: Sub-Deadline=57.3 sec, Start=55.0 sec, End=55.9 sec, Execution=0.9 sec, VM=vm-19, Execution-Cost=$0.0010, Energy=0 Ws
      Task ID00218: Sub-Deadline=48.5 sec, Start=49.8 sec, End=51.6 sec, Execution=1.9 sec, VM=vm-33, Execution-Cost=$0.0023, Energy=1 Ws
      Task ID00219: Sub-Deadline=52.7 sec, Start=52.7 sec, End=55.0 sec, Execution=2.2 sec, VM=vm-44, Execution-Cost=$0.0028, Energy=1 Ws
      Task ID00220: Sub-Deadline=48.5 sec, Start=49.8 sec, End=51.3 sec, Execution=1.6 sec, VM=vm-34, Execution-Cost=$0.0020, Energy=1 Ws
      Task ID00221: Sub-Deadline=48.2 sec, Start=50.0 sec, End=51.7 sec, Execution=1.7 sec, VM=vm-36, Execution-Cost=$0.0022, Energy=1 Ws
      Task ID00222: Sub-Deadline=47.1 sec, Start=49.9 sec, End=51.0 sec, Execution=1.1 sec, VM=vm-35, Execution-Cost=$0.0014, Energy=1 Ws
      Task ID00223: Sub-Deadline=123.5 sec, Start=121.5 sec, End=124.2 sec, Execution=2.8 sec, VM=vm-80, Execution-Cost=$0.0035, Energy=1 Ws
      Task ID00224: Sub-Deadline=122.6 sec, Start=122.6 sec, End=124.5 sec, Execution=2.0 sec, VM=vm-81, Execution-Cost=$0.0025, Energy=1 Ws
      Task ID00225: Sub-Deadline=128.9 sec, Start=125.4 sec, End=127.0 sec, Execution=1.6 sec, VM=vm-76, Execution-Cost=$0.0020, Energy=1 Ws
      Task ID00226: Sub-Deadline=119.2 sec, Start=118.6 sec, End=121.9 sec, Execution=3.4 sec, VM=vm-77, Execution-Cost=$0.0042, Energy=2 Ws
      Task ID00227: Sub-Deadline=121.8 sec, Start=118.5 sec, End=122.6 sec, Execution=4.1 sec, VM=vm-76, Execution-Cost=$0.0052, Energy=2 Ws
      Task ID00228: Sub-Deadline=128.1 sec, Start=122.6 sec, End=126.7 sec, Execution=4.1 sec, VM=vm-70, Execution-Cost=$0.0020, Energy=1 Ws
      Task ID00229: Sub-Deadline=42.8 sec, Start=46.9 sec, End=47.4 sec, Execution=0.6 sec, VM=vm-28, Execution-Cost=$0.0007, Energy=0 Ws
      Task ID00230: Sub-Deadline=43.8 sec, Start=46.9 sec, End=47.7 sec, Execution=0.9 sec, VM=vm-30, Execution-Cost=$0.0011, Energy=0 Ws
      Task ID00231: Sub-Deadline=52.1 sec, Start=54.6 sec, End=55.9 sec, Execution=1.4 sec, VM=vm-52, Execution-Cost=$0.0017, Energy=1 Ws
      Task ID00232: Sub-Deadline=41.4 sec, Start=46.9 sec, End=47.8 sec, Execution=0.9 sec, VM=vm-25, Execution-Cost=$0.0011, Energy=0 Ws
      Task ID00233: Sub-Deadline=40.8 sec, Start=43.9 sec, End=44.8 sec, Execution=0.9 sec, VM=vm-23, Execution-Cost=$0.0011, Energy=0 Ws
      Task ID00234: Sub-Deadline=51.0 sec, Start=53.0 sec, End=54.2 sec, Execution=1.2 sec, VM=vm-47, Execution-Cost=$0.0015, Energy=1 Ws
      Task ID00235: Sub-Deadline=63.9 sec, Start=60.2 sec, End=62.7 sec, Execution=2.4 sec, VM=vm-25, Execution-Cost=$0.0030, Energy=1 Ws
      Task ID00236: Sub-Deadline=66.8 sec, Start=63.7 sec, End=65.0 sec, Execution=1.3 sec, VM=vm-23, Execution-Cost=$0.0016, Energy=1 Ws
      Task ID00237: Sub-Deadline=63.6 sec, Start=61.5 sec, End=63.2 sec, Execution=1.7 sec, VM=vm-39, Execution-Cost=$0.0021, Energy=1 Ws
      Task ID00238: Sub-Deadline=65.7 sec, Start=62.5 sec, End=64.5 sec, Execution=2.0 sec, VM=vm-46, Execution-Cost=$0.0025, Energy=1 Ws
      Task ID00239: Sub-Deadline=63.4 sec, Start=58.3 sec, End=60.3 sec, Execution=2.0 sec, VM=vm-29, Execution-Cost=$0.0024, Energy=1 Ws
      Task ID00240: Sub-Deadline=57.9 sec, Start=56.6 sec, End=57.3 sec, Execution=0.7 sec, VM=vm-45, Execution-Cost=$0.0009, Energy=0 Ws
      Task ID00241: Sub-Deadline=69.0 sec, Start=66.9 sec, End=69.2 sec, Execution=2.2 sec, VM=vm-15, Execution-Cost=$0.0028, Energy=1 Ws
      Task ID00242: Sub-Deadline=68.7 sec, Start=64.5 sec, End=66.9 sec, Execution=2.4 sec, VM=vm-15, Execution-Cost=$0.0030, Energy=1 Ws
      Task ID00243: Sub-Deadline=79.2 sec, Start=77.7 sec, End=81.1 sec, Execution=3.4 sec, VM=vm-60, Execution-Cost=$0.0043, Energy=2 Ws
      Task ID00244: Sub-Deadline=64.5 sec, Start=60.7 sec, End=62.0 sec, Execution=1.4 sec, VM=vm-41, Execution-Cost=$0.0017, Energy=1 Ws
      Task ID00245: Sub-Deadline=70.1 sec, Start=65.9 sec, End=68.0 sec, Execution=2.1 sec, VM=vm-27, Execution-Cost=$0.0026, Energy=1 Ws
      Task ID00246: Sub-Deadline=73.3 sec, Start=68.4 sec, End=70.2 sec, Execution=1.9 sec, VM=vm-15, Execution-Cost=$0.0023, Energy=1 Ws
      Task ID00247: Sub-Deadline=61.0 sec, Start=56.2 sec, End=59.1 sec, Execution=2.9 sec, VM=vm-48, Execution-Cost=$0.0037, Energy=1 Ws
      Task ID00248: Sub-Deadline=56.5 sec, Start=53.6 sec, End=56.2 sec, Execution=2.5 sec, VM=vm-42, Execution-Cost=$0.0032, Energy=1 Ws
      Task ID00249: Sub-Deadline=55.2 sec, Start=52.6 sec, End=55.1 sec, Execution=2.6 sec, VM=vm-1, Execution-Cost=$0.0032, Energy=1 Ws
      Task ID00250: Sub-Deadline=61.9 sec, Start=58.4 sec, End=61.0 sec, Execution=2.6 sec, VM=vm-41, Execution-Cost=$0.0032, Energy=1 Ws
      Task ID00251: Sub-Deadline=58.2 sec, Start=56.7 sec, End=58.6 sec, Execution=1.9 sec, VM=vm-54, Execution-Cost=$0.0024, Energy=1 Ws
      Task ID00252: Sub-Deadline=60.1 sec, Start=57.3 sec, End=59.4 sec, Execution=2.1 sec, VM=vm-18, Execution-Cost=$0.0023, Energy=1 Ws
      Task ID00253: Sub-Deadline=140.4 sec, Start=125.5 sec, End=133.0 sec, Execution=7.4 sec, VM=vm-82, Execution-Cost=$0.0093, Energy=3 Ws
      Task ID00254: Sub-Deadline=138.3 sec, Start=129.7 sec, End=133.3 sec, Execution=3.6 sec, VM=vm-76, Execution-Cost=$0.0045, Energy=2 Ws
      Task ID00255: Sub-Deadline=145.5 sec, Start=132.5 sec, End=138.8 sec, Execution=6.4 sec, VM=vm-78, Execution-Cost=$0.0079, Energy=3 Ws
      Task ID00256: Sub-Deadline=128.8 sec, Start=123.0 sec, End=126.3 sec, Execution=3.3 sec, VM=vm-75, Execution-Cost=$0.0032, Energy=1 Ws
      Task ID00257: Sub-Deadline=134.0 sec, Start=125.6 sec, End=129.1 sec, Execution=3.5 sec, VM=vm-81, Execution-Cost=$0.0044, Energy=2 Ws
      Task ID00258: Sub-Deadline=136.0 sec, Start=123.4 sec, End=127.3 sec, Execution=4.0 sec, VM=vm-77, Execution-Cost=$0.0049, Energy=2 Ws
      Task ID00259: Sub-Deadline=49.5 sec, Start=50.3 sec, End=51.8 sec, Execution=1.5 sec, VM=vm-38, Execution-Cost=$0.0019, Energy=1 Ws
      Task ID00260: Sub-Deadline=48.9 sec, Start=50.0 sec, End=52.2 sec, Execution=2.1 sec, VM=vm-37, Execution-Cost=$0.0026, Energy=1 Ws
      Task ID00261: Sub-Deadline=53.7 sec, Start=52.8 sec, End=54.9 sec, Execution=2.2 sec, VM=vm-45, Execution-Cost=$0.0027, Energy=1 Ws
      Task ID00262: Sub-Deadline=44.3 sec, Start=46.9 sec, End=48.0 sec, Execution=1.1 sec, VM=vm-27, Execution-Cost=$0.0014, Energy=0 Ws
      Task ID00263: Sub-Deadline=49.4 sec, Start=50.5 sec, End=52.2 sec, Execution=1.7 sec, VM=vm-39, Execution-Cost=$0.0021, Energy=1 Ws
      Task ID00264: Sub-Deadline=46.2 sec, Start=46.9 sec, End=48.7 sec, Execution=1.8 sec, VM=vm-29, Execution-Cost=$0.0022, Energy=1 Ws
      Task ID00265: Sub-Deadline=71.0 sec, Start=66.8 sec, End=69.4 sec, Execution=2.6 sec, VM=vm-28, Execution-Cost=$0.0032, Energy=1 Ws
      Task ID00266: Sub-Deadline=70.3 sec, Start=64.5 sec, End=66.8 sec, Execution=2.3 sec, VM=vm-28, Execution-Cost=$0.0029, Energy=1 Ws
      Task ID00267: Sub-Deadline=69.3 sec, Start=62.6 sec, End=65.9 sec, Execution=3.3 sec, VM=vm-27, Execution-Cost=$0.0042, Energy=1 Ws
      Task ID00268: Sub-Deadline=66.8 sec, Start=61.9 sec, End=64.5 sec, Execution=2.6 sec, VM=vm-28, Execution-Cost=$0.0032, Energy=1 Ws
      Task ID00269: Sub-Deadline=68.8 sec, Start=65.5 sec, End=68.8 sec, Execution=3.3 sec, VM=vm-19, Execution-Cost=$0.0036, Energy=1 Ws
      Task ID00270: Sub-Deadline=72.6 sec, Start=66.2 sec, End=71.0 sec, Execution=4.8 sec, VM=vm-41, Execution-Cost=$0.0060, Energy=2 Ws
      Task ID00271: Sub-Deadline=69.3 sec, Start=63.0 sec, End=68.9 sec, Execution=5.9 sec, VM=vm-52, Execution-Cost=$0.0073, Energy=3 Ws
      Task ID00272: Sub-Deadline=71.9 sec, Start=68.9 sec, End=71.6 sec, Execution=2.7 sec, VM=vm-22, Execution-Cost=$0.0034, Energy=1 Ws
      Task ID00273: Sub-Deadline=76.3 sec, Start=63.9 sec, End=69.6 sec, Execution=5.6 sec, VM=vm-51, Execution-Cost=$0.0070, Energy=3 Ws
      Task ID00274: Sub-Deadline=85.9 sec, Start=81.2 sec, End=84.2 sec, Execution=3.0 sec, VM=vm-63, Execution-Cost=$0.0038, Energy=1 Ws
      Task ID00275: Sub-Deadline=64.9 sec, Start=61.9 sec, End=63.9 sec, Execution=2.0 sec, VM=vm-48, Execution-Cost=$0.0025, Energy=1 Ws
      Task ID00276: Sub-Deadline=66.8 sec, Start=62.1 sec, End=63.7 sec, Execution=1.5 sec, VM=vm-19, Execution-Cost=$0.0017, Energy=1 Ws
      Task ID00277: Sub-Deadline=108.3 sec, Start=104.7 sec, End=108.2 sec, Execution=3.5 sec, VM=vm-69, Execution-Cost=$0.0044, Energy=2 Ws
      Task ID00278: Sub-Deadline=90.8 sec, Start=87.1 sec, End=90.8 sec, Execution=3.6 sec, VM=vm-61, Execution-Cost=$0.0045, Energy=2 Ws
      Task ID00279: Sub-Deadline=91.2 sec, Start=86.9 sec, End=89.5 sec, Execution=2.6 sec, VM=vm-63, Execution-Cost=$0.0032, Energy=1 Ws
      Task ID00280: Sub-Deadline=99.1 sec, Start=91.1 sec, End=94.6 sec, Execution=3.5 sec, VM=vm-59, Execution-Cost=$0.0044, Energy=2 Ws
      Task ID00281: Sub-Deadline=82.1 sec, Start=78.8 sec, End=82.0 sec, Execution=3.2 sec, VM=vm-59, Execution-Cost=$0.0040, Energy=1 Ws
      Task ID00282: Sub-Deadline=94.0 sec, Start=87.3 sec, End=93.7 sec, Execution=6.4 sec, VM=vm-62, Execution-Cost=$0.0080, Energy=3 Ws
      Task ID00283: Sub-Deadline=63.8 sec, Start=60.1 sec, End=63.1 sec, Execution=3.0 sec, VM=vm-44, Execution-Cost=$0.0038, Energy=1 Ws
      Task ID00284: Sub-Deadline=65.6 sec, Start=60.4 sec, End=62.5 sec, Execution=2.1 sec, VM=vm-41, Execution-Cost=$0.0026, Energy=1 Ws
      Task ID00285: Sub-Deadline=70.1 sec, Start=66.9 sec, End=68.9 sec, Execution=2.0 sec, VM=vm-22, Execution-Cost=$0.0025, Energy=1 Ws
      Task ID00286: Sub-Deadline=66.0 sec, Start=58.9 sec, End=61.5 sec, Execution=2.6 sec, VM=vm-39, Execution-Cost=$0.0033, Energy=1 Ws
      Task ID00287: Sub-Deadline=61.7 sec, Start=60.0 sec, End=61.2 sec, Execution=1.2 sec, VM=vm-33, Execution-Cost=$0.0015, Energy=1 Ws
      Task ID00288: Sub-Deadline=62.8 sec, Start=59.0 sec, End=60.1 sec, Execution=1.1 sec, VM=vm-27, Execution-Cost=$0.0014, Energy=0 Ws
      Task ID00289: Sub-Deadline=149.0 sec, Start=139.2 sec, End=143.7 sec, Execution=4.5 sec, VM=vm-81, Execution-Cost=$0.0057, Energy=2 Ws
      Task ID00290: Sub-Deadline=138.7 sec, Start=133.0 sec, End=139.1 sec, Execution=6.1 sec, VM=vm-82, Execution-Cost=$0.0076, Energy=3 Ws
      Task ID00291: Sub-Deadline=162.3 sec, Start=149.0 sec, End=156.6 sec, Execution=7.6 sec, VM=vm-76, Execution-Cost=$0.0095, Energy=3 Ws
      Task ID00292: Sub-Deadline=158.7 sec, Start=145.2 sec, End=149.0 sec, Execution=3.8 sec, VM=vm-76, Execution-Cost=$0.0047, Energy=2 Ws
      Task ID00293: Sub-Deadline=145.5 sec, Start=133.3 sec, End=138.3 sec, Execution=5.0 sec, VM=vm-79, Execution-Cost=$0.0063, Energy=2 Ws
      Task ID00294: Sub-Deadline=153.4 sec, Start=143.5 sec, End=146.4 sec, Execution=2.9 sec, VM=vm-80, Execution-Cost=$0.0036, Energy=1 Ws
      Task ID00295: Sub-Deadline=91.0 sec, Start=87.6 sec, End=89.4 sec, Execution=1.8 sec, VM=vm-15, Execution-Cost=$0.0022, Energy=1 Ws
      Task ID00296: Sub-Deadline=94.1 sec, Start=91.5 sec, End=95.4 sec, Execution=3.9 sec, VM=vm-15, Execution-Cost=$0.0049, Energy=2 Ws
      Task ID00297: Sub-Deadline=94.4 sec, Start=88.7 sec, End=93.5 sec, Execution=4.8 sec, VM=vm-55, Execution-Cost=$0.0060, Energy=2 Ws
      Task ID00298: Sub-Deadline=105.1 sec, Start=101.3 sec, End=105.2 sec, Execution=3.9 sec, VM=vm-15, Execution-Cost=$0.0049, Energy=2 Ws
      Task ID00299: Sub-Deadline=92.7 sec, Start=87.5 sec, End=91.1 sec, Execution=3.6 sec, VM=vm-59, Execution-Cost=$0.0045, Energy=2 Ws
      Task ID00300: Sub-Deadline=102.0 sec, Start=95.4 sec, End=99.0 sec, Execution=3.6 sec, VM=vm-64, Execution-Cost=$0.0045, Energy=2 Ws
      Task ID00301: Sub-Deadline=70.4 sec, Start=61.0 sec, End=63.9 sec, Execution=2.9 sec, VM=vm-41, Execution-Cost=$0.0036, Energy=1 Ws
      Task ID00302: Sub-Deadline=64.9 sec, Start=60.4 sec, End=63.1 sec, Execution=2.8 sec, VM=vm-40, Execution-Cost=$0.0034, Energy=1 Ws
      Task ID00303: Sub-Deadline=60.0 sec, Start=55.9 sec, End=59.4 sec, Execution=3.4 sec, VM=vm-52, Execution-Cost=$0.0043, Energy=2 Ws
      Task ID00304: Sub-Deadline=69.7 sec, Start=63.3 sec, End=66.9 sec, Execution=3.6 sec, VM=vm-22, Execution-Cost=$0.0045, Energy=2 Ws
      Task ID00305: Sub-Deadline=62.8 sec, Start=58.0 sec, End=60.6 sec, Execution=2.6 sec, VM=vm-26, Execution-Cost=$0.0032, Energy=1 Ws
      Task ID00306: Sub-Deadline=65.0 sec, Start=61.4 sec, End=64.9 sec, Execution=3.5 sec, VM=vm-53, Execution-Cost=$0.0044, Energy=2 Ws
      Task ID00307: Sub-Deadline=61.5 sec, Start=58.5 sec, End=61.1 sec, Execution=2.6 sec, VM=vm-49, Execution-Cost=$0.0032, Energy=1 Ws
      Task ID00308: Sub-Deadline=62.3 sec, Start=57.2 sec, End=61.4 sec, Execution=4.2 sec, VM=vm-53, Execution-Cost=$0.0053, Energy=2 Ws
      Task ID00309: Sub-Deadline=60.9 sec, Start=58.4 sec, End=60.0 sec, Execution=1.5 sec, VM=vm-20, Execution-Cost=$0.0019, Energy=1 Ws
      Task ID00310: Sub-Deadline=59.2 sec, Start=57.0 sec, End=58.9 sec, Execution=1.9 sec, VM=vm-37, Execution-Cost=$0.0024, Energy=1 Ws
      Task ID00311: Sub-Deadline=63.6 sec, Start=61.0 sec, End=63.9 sec, Execution=2.9 sec, VM=vm-51, Execution-Cost=$0.0037, Energy=1 Ws
      Task ID00312: Sub-Deadline=62.8 sec, Start=56.9 sec, End=58.4 sec, Execution=1.5 sec, VM=vm-20, Execution-Cost=$0.0019, Energy=1 Ws
      Task ID00313: Sub-Deadline=82.3 sec, Start=71.1 sec, End=79.5 sec, Execution=8.5 sec, VM=vm-27, Execution-Cost=$0.0106, Energy=4 Ws
      Task ID00314: Sub-Deadline=64.9 sec, Start=60.3 sec, End=62.1 sec, Execution=1.8 sec, VM=vm-29, Execution-Cost=$0.0023, Energy=1 Ws
      Task ID00315: Sub-Deadline=94.8 sec, Start=87.2 sec, End=92.9 sec, Execution=5.7 sec, VM=vm-60, Execution-Cost=$0.0071, Energy=3 Ws
